src,dst,weight,type
842,1285,4.116,CITES
842,3066,3.891,CITES
842,3099,3.613,CITES
842,5061,1.215,COLLABORATES
842,5637,0.804,COLLABORATES
842,5927,1.369,COLLABORATES
842,10244,0.45,COLLABORATES
842,10409,4.263,REFERENCES
842,10546,1.15,REFERENCES
842,11058,4.677,REFERENCES
842,14094,0.499,REFERENCES
842,14750,2.962,REFERENCES
842,16424,1.428,REFERENCES
843,16104,0.917,REFERENCES
843,16370,0.904,REFERENCES
844,1917,4.782,CITES
844,2795,0.965,REFERENCES
844,3129,1.575,COLLABORATES
844,6778,0.685,REFERENCES
844,8593,2.879,CITES
844,10666,0.322,REFERENCES
844,11491,0.56,REFERENCES
844,12349,2.06,CITES
844,12424,4.69,CITES
844,12719,1.275,CITES
844,16344,2.286,REFERENCES
844,16690,1.658,REFERENCES
844,17153,4.292,CITES
845,11267,3.918,COLLABORATES
845,12287,3.344,COLLABORATES
846,933,1.361,CITES
846,1933,0.856,CITES
846,3246,3.601,COLLABORATES
846,3277,4.954,REFERENCES
846,4836,4.6,REFERENCES
846,5871,3.129,COLLABORATES
846,6613,4.03,COLLABORATES
846,13601,0.91,CITES
846,13625,3.322,REFERENCES
846,15303,3.446,COLLABORATES
846,16432,1.083,CITES
847,15508,2.509,REFERENCES
848,6809,4.312,COLLABORATES
848,13089,3.274,REFERENCES
848,13562,1.139,COLLABORATES
849,9731,4.215,CITES
849,15487,0.811,CITES
850,1538,3.784,CITES
850,1861,2.061,CITES
850,2133,4.171,REFERENCES
850,12335,1.308,REFERENCES
851,5489,4.759,COLLABORATES
851,12345,1.292,COLLABORATES
851,15269,3.759,COLLABORATES
852,2018,2.467,COLLABORATES
852,2479,4.776,COLLABORATES
852,3111,2.95,COLLABORATES
852,4471,4.534,CITES
852,9070,3.663,REFERENCES
852,11926,1.654,CITES
852,12015,1.209,COLLABORATES
852,12156,4.98,REFERENCES
852,12451,1.138,REFERENCES
852,12746,4.836,CITES
852,13356,1.309,REFERENCES
852,14575,4.658,REFERENCES
852,15362,3.001,COLLABORATES
852,16014,3.929,CITES
853,916,1.7,REFERENCES
853,2734,3.684,REFERENCES
853,4720,4.175,COLLABORATES
853,6354,3.834,REFERENCES
853,8409,0.927,REFERENCES
853,10044,4.442,CITES
853,11571,0.852,REFERENCES
853,13295,4.517,COLLABORATES
853,13636,3.067,COLLABORATES
853,16218,0.858,REFERENCES
854,1522,0.276,REFERENCES
854,2867,4.008,COLLABORATES
854,3201,0.876,COLLABORATES
854,5436,3.319,COLLABORATES
854,5565,1.706,CITES
854,6937,4.363,REFERENCES
854,9257,1.303,COLLABORATES
854,10096,0.841,CITES
854,10269,2.432,REFERENCES
854,16175,3.497,CITES
854,16282,0.412,COLLABORATES
855,2085,1.674,COLLABORATES
855,11178,1.731,COLLABORATES
855,11415,2.328,COLLABORATES
856,2047,2.452,COLLABORATES
856,2276,0.648,COLLABORATES
856,10722,2.321,COLLABORATES
856,15864,4.346,COLLABORATES
857,946,3.489,REFERENCES
857,1254,3.972,REFERENCES
857,1514,4.94,REFERENCES
857,3847,2.506,CITES
857,3848,3.535,COLLABORATES
857,4487,3.177,REFERENCES
857,7063,4.491,REFERENCES
857,7577,3.587,CITES
857,8679,1.252,CITES
857,11552,4.888,REFERENCES
857,12996,4.259,CITES
857,15508,3.405,REFERENCES
858,14283,0.109,CITES
858,14955,2.844,CITES
858,16504,1.583,REFERENCES
859,3877,2.451,CITES
860,1081,3.919,REFERENCES
860,1091,1.634,REFERENCES
860,1266,0.189,CITES
860,1608,3.123,CITES
860,1983,0.368,CITES
860,2408,2.597,CITES
860,2421,1.033,COLLABORATES
860,2888,1.42,CITES
860,3836,4.152,CITES
860,4598,2.261,CITES
860,6440,0.636,REFERENCES
860,7489,2.899,REFERENCES
860,7824,0.241,COLLABORATES
860,7874,2.799,REFERENCES
860,8127,3.172,REFERENCES
860,8773,2.773,REFERENCES
860,9152,2.751,REFERENCES
860,9265,1.888,REFERENCES
860,9906,2.366,CITES
860,10431,3.502,REFERENCES
860,11484,2.958,COLLABORATES
860,11485,2.673,REFERENCES
860,12848,2.993,REFERENCES
860,12917,1.253,REFERENCES
860,12989,3.348,REFERENCES
860,13294,2.041,REFERENCES
860,13801,0.561,CITES
860,14717,2.156,CITES
861,2662,1.455,COLLABORATES
861,3807,4.169,REFERENCES
861,4734,2.132,CITES
861,4951,4.548,CITES
861,5791,2.76,COLLABORATES
861,9677,2.936,REFERENCES
861,9807,3.797,REFERENCES
861,10696,2.025,CITES
862,16301,2.392,COLLABORATES
863,3958,3.523,REFERENCES
863,5684,3.774,COLLABORATES
863,12302,1.436,COLLABORATES
863,12642,2.974,CITES
863,14460,2.774,CITES
863,17014,0.307,COLLABORATES
864,921,1.387,CITES
864,1968,2.258,CITES
864,2129,1.682,COLLABORATES
864,2279,1.22,REFERENCES
864,2289,0.602,REFERENCES
864,2624,3.76,REFERENCES
864,2793,2.522,COLLABORATES
864,3319,2.565,CITES
864,3368,4.286,CITES
864,3561,0.743,REFERENCES
864,3680,3.685,CITES
864,4310,2.475,COLLABORATES
864,4466,0.875,REFERENCES
864,4472,1.785,CITES
864,4564,2.487,REFERENCES
864,4567,4.859,REFERENCES
864,4802,0.821,CITES
864,5173,4.34,REFERENCES
864,5491,1.405,COLLABORATES
864,5780,0.432,COLLABORATES
864,5837,1.98,CITES
864,6151,2.756,COLLABORATES
864,6341,2.364,COLLABORATES
864,6350,3.994,COLLABORATES
864,7023,0.746,COLLABORATES
864,7730,2.384,REFERENCES
864,7872,2.902,REFERENCES
864,8479,1.448,CITES
864,9401,1.827,REFERENCES
864,9723,4.632,COLLABORATES
864,9754,4.601,COLLABORATES
864,9988,3.228,COLLABORATES
864,10173,1.504,CITES
864,10358,3.107,REFERENCES
864,10363,1.238,REFERENCES
864,10955,3.269,COLLABORATES
864,11332,3.928,REFERENCES
864,11403,2.569,CITES
864,11491,2.193,COLLABORATES
864,11605,3.808,COLLABORATES
864,11770,3.964,REFERENCES
864,12009,0.717,CITES
864,12330,3.84,COLLABORATES
864,13042,3.784,COLLABORATES
864,13101,3.866,COLLABORATES
864,13329,1.283,REFERENCES
864,13689,0.11,REFERENCES
864,13718,4.559,CITES
864,13843,3.932,CITES
864,13960,0.257,REFERENCES
864,14102,2.407,CITES
864,14904,4.866,CITES
864,15191,4.961,REFERENCES
864,15792,4.176,CITES
864,16504,3.689,CITES
864,16552,2.435,COLLABORATES
864,16931,0.446,REFERENCES
864,16963,2.475,REFERENCES
864,17050,0.334,CITES
864,17366,1.011,CITES
864,17407,3.692,CITES
865,4350,3.16,CITES
866,1454,3.162,CITES
866,1581,0.888,COLLABORATES
866,1643,3.277,COLLABORATES
866,1677,1.399,REFERENCES
866,1962,1.815,COLLABORATES
866,2277,3.867,COLLABORATES
866,2458,4.741,COLLABORATES
866,2903,2.642,COLLABORATES
866,2959,3.574,CITES
866,3114,1.522,COLLABORATES
866,3493,4.101,REFERENCES
866,4220,3.462,CITES
866,4516,2.332,CITES
866,4980,2.099,COLLABORATES
866,5337,2.834,COLLABORATES
866,5610,2.885,REFERENCES
866,5902,3.754,CITES
866,6762,4.35,REFERENCES
866,6937,3.882,CITES
866,8548,1.172,COLLABORATES
866,9239,3.085,REFERENCES
866,9257,4.356,CITES
866,9423,2.318,CITES
866,10132,4.129,CITES
866,10228,1.654,REFERENCES
866,10565,3.065,CITES
866,11152,4.569,REFERENCES
866,11927,2.512,COLLABORATES
866,12414,2.862,REFERENCES
866,12653,0.443,REFERENCES
866,12706,4.916,CITES
866,13751,4.738,CITES
866,13817,4.502,CITES
866,13857,1.649,REFERENCES
866,14920,3.96,CITES
866,15752,1.89,COLLABORATES
866,16171,0.467,CITES
866,16248,4.804,COLLABORATES
866,17260,0.94,REFERENCES
866,17412,1.691,REFERENCES
867,1589,0.601,CITES
867,4104,1.041,COLLABORATES
867,5182,0.74,REFERENCES
867,6468,4.34,COLLABORATES
867,8715,1.226,REFERENCES
868,5311,0.998,REFERENCES
868,13105,1.0,REFERENCES
869,1801,1.345,REFERENCES
869,3744,4.483,CITES
870,1050,1.839,REFERENCES
870,1452,0.75,CITES
870,2584,1.4,CITES
870,2934,0.328,CITES
870,3137,2.75,REFERENCES
870,3150,3.833,CITES
870,4468,0.852,COLLABORATES
870,5106,4.58,COLLABORATES
870,5378,3.327,COLLABORATES
870,5567,4.567,REFERENCES
870,5746,2.386,CITES
870,5826,0.227,CITES
870,6000,2.502,REFERENCES
870,7745,3.754,CITES
870,8210,3.114,CITES
870,8418,4.39,COLLABORATES
870,8606,1.817,CITES
870,9608,2.486,REFERENCES
870,9839,2.722,COLLABORATES
870,10467,2.699,COLLABORATES
870,11632,3.71,CITES
870,12611,3.594,REFERENCES
870,12860,1.966,REFERENCES
870,12909,3.112,CITES
870,17438,2.827,COLLABORATES
871,11918,0.435,CITES
872,1024,0.114,REFERENCES
872,1441,4.906,REFERENCES
872,1808,3.772,COLLABORATES
872,1922,1.324,REFERENCES
872,2102,1.746,REFERENCES
872,3883,1.386,COLLABORATES
872,4310,4.687,REFERENCES
872,4416,1.521,REFERENCES
872,4658,1.8,REFERENCES
872,4768,4.253,REFERENCES
872,4911,1.336,CITES
872,5022,0.33,COLLABORATES
872,5075,1.882,CITES
872,5970,2.789,REFERENCES
872,6637,4.088,REFERENCES
872,7015,3.124,CITES
872,7570,0.782,COLLABORATES
872,7608,2.416,REFERENCES
872,7662,3.327,COLLABORATES
872,7894,0.332,CITES
872,8836,1.748,CITES
872,9359,4.483,CITES
872,10603,3.344,CITES
872,10640,4.798,CITES
872,11300,1.927,COLLABORATES
872,11379,3.42,REFERENCES
872,11560,4.065,COLLABORATES
872,12721,3.163,CITES
872,13597,3.437,COLLABORATES
872,13667,2.925,REFERENCES
872,14177,0.749,COLLABORATES
872,14632,3.93,COLLABORATES
872,14836,4.837,CITES
872,15310,1.265,COLLABORATES
872,15716,2.264,COLLABORATES
872,15749,2.649,REFERENCES
872,16831,0.154,COLLABORATES
872,16845,1.665,CITES
872,17213,2.095,REFERENCES
873,5364,0.122,COLLABORATES
873,5983,0.987,COLLABORATES
873,6016,3.145,COLLABORATES
873,6610,0.164,REFERENCES
873,7446,2.934,CITES
873,8956,2.349,COLLABORATES
873,9557,3.629,CITES
873,12110,3.125,REFERENCES
873,16607,0.646,COLLABORATES
873,16698,1.444,CITES
874,2877,1.166,CITES
874,6003,1.5,REFERENCES
874,7056,3.871,COLLABORATES
874,10878,1.329,REFERENCES
874,11551,3.617,REFERENCES
874,13797,0.491,REFERENCES
874,15491,1.874,COLLABORATES
875,2396,0.195,COLLABORATES
875,4983,3.763,COLLABORATES
875,7622,2.846,CITES
875,11224,4.906,COLLABORATES
875,12142,2.896,CITES
875,13421,2.735,COLLABORATES
875,16367,3.594,CITES
875,17369,3.574,CITES
876,2486,4.203,CITES
876,2804,4.88,CITES
877,8956,0.502,COLLABORATES
878,1203,3.889,REFERENCES
878,3124,3.21,CITES
878,5482,2.136,CITES
878,5525,4.636,REFERENCES
878,5680,0.326,REFERENCES
878,6071,1.341,CITES
878,10120,2.425,REFERENCES
878,11317,4.734,COLLABORATES
878,12960,1.221,REFERENCES
879,1459,3.52,COLLABORATES
879,4336,1.935,CITES
879,5782,0.494,CITES
879,5953,2.168,CITES
879,6547,4.412,CITES
879,6696,2.751,COLLABORATES
879,11519,1.7,CITES
879,14159,4.629,CITES
880,16694,3.802,COLLABORATES
881,6240,2.29,REFERENCES
881,14761,4.87,CITES
881,16865,3.856,COLLABORATES
882,2882,1.745,REFERENCES
883,1903,2.724,REFERENCES
883,5359,3.066,COLLABORATES
883,5973,4.985,REFERENCES
883,9080,4.09,CITES
883,9427,4.45,REFERENCES
883,9999,3.045,COLLABORATES
883,10395,4.972,REFERENCES
883,13731,4.212,COLLABORATES
883,16668,3.586,REFERENCES
883,17125,3.211,REFERENCES
884,14867,2.083,CITES
885,1113,0.614,REFERENCES
885,1418,4.792,REFERENCES
886,10487,2.813,COLLABORATES
887,1439,3.255,REFERENCES
887,1532,2.426,CITES
887,2373,0.509,REFERENCES
887,2844,2.318,REFERENCES
887,3244,3.847,COLLABORATES
887,6540,1.658,COLLABORATES
887,6603,4.487,REFERENCES
887,6825,2.365,COLLABORATES
887,7625,0.294,REFERENCES
887,8097,3.995,REFERENCES
887,8681,1.763,REFERENCES
887,9002,2.587,CITES
887,9539,1.629,COLLABORATES
887,10448,4.323,COLLABORATES
887,10601,3.789,REFERENCES
887,11428,1.235,CITES
887,11503,4.282,REFERENCES
887,13134,1.889,CITES
887,13841,4.873,CITES
887,14779,3.658,COLLABORATES
887,15561,2.186,CITES
887,15843,2.417,CITES
887,16541,4.576,REFERENCES
888,2351,1.787,COLLABORATES
888,2480,0.893,COLLABORATES
888,2998,4.45,REFERENCES
888,3305,2.866,CITES
888,3680,2.745,COLLABORATES
888,4355,0.716,REFERENCES
888,4656,0.832,CITES
888,5989,2.835,COLLABORATES
888,7314,2.05,CITES
888,7327,2.17,COLLABORATES
888,7535,4.668,COLLABORATES
888,13667,0.291,REFERENCES
888,13700,2.069,COLLABORATES
889,13954,2.864,CITES
889,14770,4.324,CITES
890,1046,2.476,COLLABORATES
890,1902,3.503,REFERENCES
890,1943,1.132,REFERENCES
890,2533,1.088,CITES
890,4670,1.211,CITES
890,5711,1.391,CITES
890,6557,3.289,COLLABORATES
890,6719,4.27,REFERENCES
890,7055,1.691,REFERENCES
890,7192,3.46,REFERENCES
890,7801,4.026,REFERENCES
890,7810,0.952,CITES
890,8725,4.71,COLLABORATES
890,8854,2.205,COLLABORATES
890,9522,1.117,COLLABORATES
890,9740,3.092,REFERENCES
890,10401,3.867,CITES
890,11616,2.88,CITES
890,12008,0.843,REFERENCES
890,13051,4.671,CITES
890,13897,0.292,CITES
890,14567,4.49,REFERENCES
890,14733,2.149,COLLABORATES
890,14772,4.26,COLLABORATES
890,14835,2.848,REFERENCES
890,16025,3.616,COLLABORATES
890,16501,4.001,COLLABORATES
890,16945,3.501,REFERENCES
891,5336,2.944,CITES
892,1734,2.018,CITES
892,6349,4.772,REFERENCES
893,2582,2.483,COLLABORATES
893,8577,1.794,CITES
894,3282,4.332,REFERENCES
894,15495,3.839,CITES
895,3174,1.837,CITES
895,3539,0.855,REFERENCES
896,15881,0.671,CITES
896,16501,1.905,COLLABORATES
897,1331,1.706,REFERENCES
897,1484,4.903,CITES
897,3891,4.883,CITES
897,4114,4.799,COLLABORATES
897,4781,4.335,REFERENCES
897,5662,2.032,CITES
897,6254,1.942,COLLABORATES
897,6322,0.768,CITES
897,7265,1.142,CITES
897,7899,0.636,REFERENCES
897,9420,0.337,COLLABORATES
897,10294,4.425,CITES
897,10650,0.666,COLLABORATES
897,11448,3.797,COLLABORATES
897,12103,1.612,CITES
897,12465,2.742,COLLABORATES
897,12575,4.954,COLLABORATES
897,13456,1.4,CITES
897,14812,2.488,COLLABORATES
897,14905,0.147,REFERENCES
897,16501,3.819,CITES
897,16558,0.566,CITES
897,16971,4.806,CITES
898,15611,0.665,COLLABORATES
899,1940,4.283,CITES
899,5221,1.436,COLLABORATES
899,6412,1.949,CITES
899,12989,4.201,COLLABORATES
899,15768,0.45,CITES
900,1006,4.215,REFERENCES
900,2833,1.184,COLLABORATES
900,3843,0.612,CITES
900,5456,1.961,REFERENCES
900,6947,3.691,COLLABORATES
900,7911,3.504,REFERENCES
900,11197,3.458,REFERENCES
900,11948,1.016,CITES
900,13288,3.087,COLLABORATES
900,14313,3.402,CITES
900,14372,4.771,CITES
900,14514,2.282,COLLABORATES
900,14634,0.257,REFERENCES
900,17126,1.52,REFERENCES
900,17180,4.7,COLLABORATES
901,12627,1.156,COLLABORATES
902,3535,1.895,COLLABORATES
902,8693,3.312,CITES
902,8739,0.433,CITES
902,14577,3.323,REFERENCES
902,14810,4.033,CITES
902,17133,1.386,REFERENCES
903,7012,3.001,REFERENCES
903,9648,1.805,COLLABORATES
904,1740,1.037,COLLABORATES
904,4843,2.926,CITES
904,5402,4.724,CITES
904,5691,3.891,COLLABORATES
904,5913,1.888,REFERENCES
904,7456,3.679,CITES
904,8143,1.75,REFERENCES
904,8171,4.313,COLLABORATES
904,8927,1.868,REFERENCES
904,9463,2.978,CITES
904,13014,1.373,CITES
904,16737,3.876,CITES
905,978,0.122,CITES
905,1474,3.235,CITES
905,1792,2.571,REFERENCES
905,2375,2.434,REFERENCES
905,2655,2.315,CITES
905,3161,4.203,REFERENCES
905,3467,2.205,COLLABORATES
905,4090,4.718,CITES
905,4543,0.792,CITES
905,5523,4.042,CITES
905,5888,0.266,COLLABORATES
905,6184,2.753,REFERENCES
905,6332,2.41,CITES
905,6667,0.496,CITES
905,7497,2.679,REFERENCES
905,7801,2.215,COLLABORATES
905,8725,0.959,REFERENCES
905,8757,4.714,REFERENCES
905,9186,2.224,REFERENCES
905,9927,2.634,CITES
905,10193,0.996,REFERENCES
905,11672,0.37,REFERENCES
905,12236,3.252,COLLABORATES
905,12561,1.488,CITES
905,13187,2.354,CITES
905,13211,1.801,COLLABORATES
905,13831,2.54,REFERENCES
905,13945,3.687,REFERENCES
905,13954,1.161,REFERENCES
905,14285,2.116,REFERENCES
905,14289,4.194,COLLABORATES
905,16412,4.948,COLLABORATES
905,16492,1.331,REFERENCES
905,16694,3.266,CITES
906,2778,3.603,COLLABORATES
906,4125,3.818,REFERENCES
906,10249,1.021,REFERENCES
906,13252,3.2,REFERENCES
906,13405,3.368,REFERENCES
907,1531,4.438,CITES
907,2959,2.364,COLLABORATES
907,6271,3.215,CITES
907,6733,1.59,COLLABORATES
907,7850,0.214,COLLABORATES
907,10437,2.653,REFERENCES
907,11006,0.136,COLLABORATES
907,13908,2.015,COLLABORATES
908,1838,4.389,CITES
908,6762,1.874,CITES
908,8715,2.776,COLLABORATES
909,973,4.229,COLLABORATES
909,1244,1.158,CITES
909,1279,0.864,COLLABORATES
909,2411,3.837,CITES
909,2479,4.344,COLLABORATES
909,2657,0.386,CITES
909,2839,1.59,CITES
909,4567,2.332,REFERENCES
909,4848,3.433,CITES
909,5356,4.487,CITES
909,5366,4.299,CITES
909,5791,1.374,COLLABORATES
909,6040,1.357,COLLABORATES
909,6632,1.881,CITES
909,8694,1.32,CITES
909,9426,3.99,COLLABORATES
909,9521,3.724,CITES
909,9893,2.753,REFERENCES
909,9953,0.911,CITES
909,11477,2.966,CITES
909,11710,4.239,CITES
909,11770,3.491,CITES
909,12222,1.454,COLLABORATES
909,12620,1.16,CITES
909,12873,1.881,CITES
909,13527,2.961,CITES
909,13634,4.106,REFERENCES
909,15216,4.485,CITES
910,957,4.118,CITES
910,2110,3.352,COLLABORATES
910,3883,3.515,CITES
910,5141,3.672,COLLABORATES
910,6083,4.398,COLLABORATES
910,6404,2.569,REFERENCES
910,6488,2.681,COLLABORATES
910,6778,1.704,REFERENCES
910,7133,1.586,CITES
910,9753,1.823,COLLABORATES
910,13008,2.255,REFERENCES
910,13784,1.823,COLLABORATES
910,16590,1.894,COLLABORATES
910,16822,4.223,COLLABORATES
910,16964,1.627,CITES
911,14011,2.948,COLLABORATES
912,1567,2.519,CITES
912,6986,0.524,CITES
913,1105,0.817,COLLABORATES
913,9647,0.739,COLLABORATES
913,10725,4.141,COLLABORATES
914,1032,3.088,CITES
914,1700,4.305,CITES
914,1707,0.542,COLLABORATES
914,3469,0.384,COLLABORATES
914,3512,0.956,REFERENCES
914,3546,3.981,COLLABORATES
914,3586,3.084,COLLABORATES
914,3597,0.471,COLLABORATES
914,3728,0.99,CITES
914,3806,3.683,REFERENCES
914,4252,1.19,COLLABORATES
914,4311,2.337,COLLABORATES
914,4623,2.302,CITES
914,4666,0.689,COLLABORATES
914,4789,0.349,REFERENCES
914,5004,1.302,COLLABORATES
914,5236,3.585,CITES
914,5312,1.938,CITES
914,5565,4.974,COLLABORATES
914,5566,1.756,COLLABORATES
914,5669,1.1,REFERENCES
914,6805,2.388,REFERENCES
914,7402,1.558,COLLABORATES
914,7699,4.916,REFERENCES
914,8430,2.216,CITES
914,9409,4.379,REFERENCES
914,9410,4.776,COLLABORATES
914,9840,4.885,COLLABORATES
914,10086,2.595,COLLABORATES
914,10418,4.424,COLLABORATES
914,10447,4.957,COLLABORATES
914,10537,4.627,REFERENCES
914,10738,3.995,REFERENCES
914,11633,2.975,CITES
914,11734,1.792,REFERENCES
914,12223,4.414,REFERENCES
914,12342,2.498,REFERENCES
914,12406,0.24,CITES
914,12562,3.591,REFERENCES
914,13533,4.641,REFERENCES
914,13739,4.662,COLLABORATES
914,13776,3.38,REFERENCES
914,13886,3.5,REFERENCES
914,14517,1.629,CITES
914,15364,4.728,REFERENCES
914,15705,4.286,CITES
914,16372,2.1,COLLABORATES
915,2135,2.108,REFERENCES
915,3639,0.203,COLLABORATES
915,3837,0.216,COLLABORATES
916,2023,0.485,REFERENCES
916,2407,1.801,COLLABORATES
916,2734,1.883,CITES
916,8091,0.313,COLLABORATES
916,9858,4.052,REFERENCES
916,12305,2.771,REFERENCES
916,16217,2.654,REFERENCES
916,16218,4.377,CITES
917,2459,0.523,REFERENCES
917,9672,2.686,CITES
917,13651,0.414,CITES
917,14365,3.697,COLLABORATES
918,5537,4.186,REFERENCES
918,6462,2.336,CITES
918,6501,4.136,REFERENCES
918,7259,1.012,COLLABORATES
918,8403,2.584,REFERENCES
918,13383,0.673,COLLABORATES
918,13651,0.927,COLLABORATES
918,14365,1.012,COLLABORATES
919,8872,0.338,REFERENCES
919,8874,4.394,CITES
919,9223,3.912,COLLABORATES
919,12504,3.162,COLLABORATES
920,2950,2.146,CITES
920,4336,1.782,CITES
920,5412,1.735,CITES
920,6557,4.286,REFERENCES
920,7133,3.957,REFERENCES
920,7166,4.698,CITES
920,7826,3.063,COLLABORATES
920,8868,3.581,CITES
920,9184,2.952,CITES
920,9513,3.493,REFERENCES
920,13806,1.312,COLLABORATES
920,14046,3.561,CITES
920,14420,4.709,REFERENCES
920,14752,2.422,CITES
921,1026,0.717,COLLABORATES
921,1454,1.891,CITES
921,1493,0.69,CITES
921,1564,1.276,CITES
921,2162,4.054,CITES
921,2279,4.317,REFERENCES
921,2977,3.105,REFERENCES
921,3274,0.401,COLLABORATES
921,3807,3.593,CITES
921,4675,4.971,CITES
921,5062,2.27,CITES
921,5271,3.712,REFERENCES
921,5705,3.305,COLLABORATES
921,5720,1.127,CITES
921,6086,3.973,REFERENCES
921,6109,3.49,REFERENCES
921,7872,2.329,CITES
921,8022,3.295,REFERENCES
921,9723,2.733,REFERENCES
921,9913,4.704,CITES
921,9988,1.814,REFERENCES
921,10423,1.665,COLLABORATES
921,10955,1.872,CITES
921,11332,0.635,CITES
921,11393,1.189,CITES
921,11605,0.828,COLLABORATES
921,11610,4.52,CITES
921,11612,4.799,REFERENCES
921,11770,2.943,CITES
921,11975,1.354,CITES
921,12178,1.256,REFERENCES
921,13115,4.248,CITES
921,13265,4.669,COLLABORATES
921,14501,3.493,COLLABORATES
921,14806,4.502,COLLABORATES
921,14862,1.345,COLLABORATES
921,15154,0.637,REFERENCES
921,15191,4.197,COLLABORATES
921,15876,3.49,REFERENCES
921,17327,2.978,CITES
921,17366,2.104,REFERENCES
922,6370,0.642,CITES
922,12486,1.548,COLLABORATES
923,12647,4.533,CITES
924,2097,3.793,COLLABORATES
924,9999,2.809,CITES
924,10395,3.916,CITES
924,13731,3.927,COLLABORATES
925,1266,3.846,COLLABORATES
925,2097,3.674,COLLABORATES
925,2379,3.366,REFERENCES
925,2834,1.457,REFERENCES
925,5076,1.576,CITES
925,5359,0.748,COLLABORATES
925,5973,3.627,COLLABORATES
925,6557,3.461,CITES
925,6902,0.569,CITES
925,7490,2.175,COLLABORATES
925,9080,4.384,CITES
925,10395,1.745,COLLABORATES
925,13731,2.994,REFERENCES
925,14772,3.677,COLLABORATES
926,4130,1.347,COLLABORATES
926,5132,1.819,CITES
927,1303,3.59,REFERENCES
927,3101,0.287,COLLABORATES
927,3473,2.495,REFERENCES
927,5138,0.804,REFERENCES
927,5498,4.189,REFERENCES
927,9095,1.042,COLLABORATES
927,10175,1.122,COLLABORATES
927,12074,1.547,REFERENCES
927,12247,2.501,CITES
927,12773,3.446,REFERENCES
927,12972,1.355,COLLABORATES
927,13172,2.277,REFERENCES
927,13480,4.987,COLLABORATES
927,13573,1.008,CITES
927,14769,2.355,CITES
927,16740,1.754,REFERENCES
927,16894,1.365,COLLABORATES
928,3880,0.715,COLLABORATES
928,7168,4.93,COLLABORATES
928,9647,2.649,REFERENCES
928,15655,4.212,REFERENCES
929,12207,3.286,CITES
930,1042,0.913,COLLABORATES
930,2042,4.259,CITES
930,2773,1.75,CITES
930,5093,4.79,CITES
930,6388,2.292,COLLABORATES
930,7941,1.382,COLLABORATES
930,8320,3.235,CITES
930,8817,1.043,REFERENCES
930,9235,1.349,CITES
930,9340,1.177,COLLABORATES
930,9871,4.446,COLLABORATES
930,10764,2.687,COLLABORATES
930,11530,4.411,REFERENCES
930,13350,2.506,COLLABORATES
930,13610,0.788,CITES
930,15045,3.964,REFERENCES
930,16568,4.453,REFERENCES
931,2973,0.885,REFERENCES
931,3068,4.547,CITES
931,5843,3.696,CITES
931,6093,3.206,CITES
931,6132,3.342,COLLABORATES
931,6528,0.751,CITES
931,7606,1.02,REFERENCES
931,11814,4.155,COLLABORATES
931,13662,3.239,REFERENCES
931,14522,1.578,CITES
932,12939,1.859,CITES
932,16909,3.99,CITES
933,1979,0.575,REFERENCES
933,2656,3.665,CITES
933,3277,2.761,COLLABORATES
933,3727,1.95,REFERENCES
933,3777,1.471,CITES
933,3878,2.095,COLLABORATES
933,4618,2.588,REFERENCES
933,5333,3.152,COLLABORATES
933,5503,3.12,REFERENCES
933,5845,2.927,REFERENCES
933,5871,3.504,COLLABORATES
933,6048,4.275,CITES
933,6457,4.214,REFERENCES
933,7424,3.252,COLLABORATES
933,8065,1.539,COLLABORATES
933,8345,3.656,CITES
933,8506,3.512,REFERENCES
933,8547,2.01,COLLABORATES
933,8724,1.03,COLLABORATES
933,8877,2.95,CITES
933,8931,2.754,CITES
933,9520,2.567,REFERENCES
933,9669,2.674,COLLABORATES
933,10049,0.633,COLLABORATES
933,10139,2.06,CITES
933,10918,4.086,CITES
933,11293,3.985,CITES
933,13487,3.056,CITES
933,13789,1.762,REFERENCES
933,14728,0.651,REFERENCES
933,15076,0.944,REFERENCES
933,16119,3.989,COLLABORATES
933,16554,0.128,COLLABORATES
934,1604,3.419,COLLABORATES
934,2451,3.368,CITES
934,3430,0.446,REFERENCES
934,6272,4.667,COLLABORATES
934,9776,4.431,COLLABORATES
935,2087,1.919,COLLABORATES
935,4314,4.939,COLLABORATES
935,12572,1.831,CITES
935,16067,4.648,COLLABORATES
936,5637,2.464,REFERENCES
936,7462,4.034,REFERENCES
936,9389,1.44,REFERENCES
937,1131,4.467,COLLABORATES
937,1542,1.847,CITES
937,2240,1.807,CITES
937,2407,2.616,COLLABORATES
937,2934,4.687,COLLABORATES
937,3574,0.905,REFERENCES
937,6808,1.159,COLLABORATES
937,8770,3.367,COLLABORATES
937,9699,2.168,COLLABORATES
937,9880,0.632,REFERENCES
937,10237,2.706,CITES
937,10749,3.554,CITES
937,11724,4.245,REFERENCES
937,12814,4.13,COLLABORATES
937,14688,2.486,CITES
937,14709,1.776,COLLABORATES
937,14987,2.293,REFERENCES
937,16014,4.113,REFERENCES
937,16090,3.838,CITES
938,1373,0.922,REFERENCES
938,11193,4.585,REFERENCES
938,12120,1.171,COLLABORATES
939,1586,1.365,COLLABORATES
939,2905,1.971,REFERENCES
939,4287,4.232,REFERENCES
939,5606,3.687,CITES
939,7771,2.595,CITES
939,7932,1.921,CITES
939,8784,4.254,CITES
939,9034,4.056,REFERENCES
939,9429,3.018,COLLABORATES
