id,name,category,year,score
3685,Entity_3685,Biology,2012,89.74
3686,Entity_3686,ComputerScience,2017,66.6
3687,Entity_3687,Physics,2013,21.95
3688,Entity_3688,Engineering,2021,9.85
3689,Entity_3689,Biology,2021,3.89
3690,Entity_3690,Mathematics,2024,38.97
3691,Entity_3691,Mathematics,2013,72.2
3692,Entity_3692,Engineering,2017,95.2
3693,Entity_3693,Engineering,2011,66.88
3694,Entity_3694,Economics,2020,72.82
3695,Entity_3695,ComputerScience,2022,69.49
3696,Entity_3696,Physics,2024,58.02
3697,Entity_3697,Economics,2011,64.75
3698,Entity_3698,Biology,2024,72.03
3699,Entity_3699,Engineering,2021,38.78
3700,Entity_3700,Engineering,2022,56.63
3701,Entity_3701,Biology,2022,24.1
3702,Entity_3702,Mathematics,2011,29.81
3703,Entity_3703,ComputerScience,2011,34.68
3704,Entity_3704,Economics,2024,19.63
3705,Entity_3705,ComputerScience,2019,37.41
3706,Entity_3706,Mathematics,2016,58.11
3707,Entity_3707,ComputerScience,2014,7.13
3708,Entity_3708,Economics,2013,84.86
3709,Entity_3709,Biology,2015,77.36
3710,Entity_3710,Engineering,2024,79.86
3711,Entity_3711,Economics,2020,60.56
3712,Entity_3712,Physics,2011,40.14
3713,Entity_3713,Economics,2023,46.6
3714,Entity_3714,Physics,2023,94.35
3715,Entity_3715,Physics,2017,68.32
3716,Entity_3716,Physics,2019,29.06
3717,Entity_3717,Engineering,2020,85.06
3718,Entity_3718,Engineering,2010,60.29
3719,Entity_3719,Mathematics,2018,99.04
3720,Entity_3720,ComputerScience,2014,99.69
3721,Entity_3721,Engineering,2019,48.35
3722,Entity_3722,Physics,2017,29.86
3723,Entity_3723,Biology,2010,98.13
3724,Entity_3724,Mathematics,2012,82.96
3725,Entity_3725,Physics,2023,73.53
3726,Entity_3726,Physics,2021,73.84
3727,Entity_3727,Physics,2023,49.26
3728,Entity_3728,Biology,2014,98.45
3729,Entity_3729,Engineering,2024,85.0
3730,Entity_3730,ComputerScience,2018,39.84
3731,Entity_3731,Biology,2020,47.87
3732,Entity_3732,Mathematics,2022,39.74
3733,Entity_3733,ComputerScience,2018,72.95
3734,Entity_3734,Mathematics,2021,92.38
3735,Entity_3735,Engineering,2023,55.25
3736,Entity_3736,ComputerScience,2012,33.02
3737,Entity_3737,Economics,2023,80.7
3738,Entity_3738,Engineering,2014,46.3
3739,Entity_3739,Physics,2019,14.62
3740,Entity_3740,Engineering,2017,29.82
3741,Entity_3741,Physics,2013,22.6
3742,Entity_3742,Engineering,2013,73.8
3743,Entity_3743,ComputerScience,2015,72.87
3744,Entity_3744,Economics,2011,68.15
3745,Entity_3745,Physics,2016,95.09
3746,Entity_3746,Biology,2020,84.32
3747,Entity_3747,ComputerScience,2011,36.2
3748,Entity_3748,Biology,2012,94.56
3749,Entity_3749,ComputerScience,2018,65.36
3750,Entity_3750,Economics,2016,97.0
3751,Entity_3751,Engineering,2021,41.0
3752,Entity_3752,ComputerScience,2011,24.84
3753,Entity_3753,Biology,2014,69.11
3754,Entity_3754,Physics,2020,74.77
3755,Entity_3755,Engineering,2022,67.4
3756,Entity_3756,ComputerScience,2022,46.9
3757,Entity_3757,Engineering,2016,28.25
3758,Entity_3758,Engineering,2017,37.36
3759,Entity_3759,ComputerScience,2011,9.18
3760,Entity_3760,Biology,2020,67.21
3761,Entity_3761,Economics,2013,3.28
3762,Entity_3762,Economics,2019,48.47
3763,Entity_3763,Engineering,2021,10.36
3764,Entity_3764,Economics,2012,39.01
3765,Entity_3765,Engineering,2021,43.93
3766,Entity_3766,Economics,2012,10.84
3767,Entity_3767,ComputerScience,2021,90.98
3768,Entity_3768,Economics,2012,41.13
3769,Entity_3769,Engineering,2010,39.99
3770,Entity_3770,Economics,2022,81.41
3771,Entity_3771,Biology,2011,52.37
3772,Entity_3772,Economics,2018,71.66
3773,Entity_3773,Engineering,2011,75.6
3774,Entity_3774,Physics,2020,89.86
3775,Entity_3775,Physics,2023,60.31
3776,Entity_3776,Physics,2010,55.92
3777,Entity_3777,Mathematics,2011,4.88
3778,Entity_3778,Economics,2013,65.61
3779,Entity_3779,ComputerScience,2018,26.42
3780,Entity_3780,ComputerScience,2011,98.01
3781,Entity_3781,Economics,2014,36.99
3782,Entity_3782,Economics,2012,42.88
3783,Entity_3783,Engineering,2010,25.59
3784,Entity_3784,ComputerScience,2018,90.56
3785,Entity_3785,Mathematics,2020,53.88
3786,Entity_3786,Physics,2019,49.55
3787,Entity_3787,Mathematics,2018,91.17
3788,Entity_3788,Mathematics,2019,54.28
3789,Entity_3789,Physics,2021,10.8
3790,Entity_3790,ComputerScience,2013,4.64
3791,Entity_3791,Physics,2014,85.75
3792,Entity_3792,Physics,2012,60.61
3793,Entity_3793,Physics,2019,36.55
3794,Entity_3794,Physics,2021,62.61
3795,Entity_3795,ComputerScience,2018,26.24
3796,Entity_3796,Biology,2020,90.46
3797,Entity_3797,Biology,2017,9.24
3798,Entity_3798,Mathematics,2020,43.11
3799,Entity_3799,Engineering,2012,54.05
3800,Entity_3800,ComputerScience,2020,73.53
3801,Entity_3801,Engineering,2021,64.91
3802,Entity_3802,Engineering,2015,56.8
3803,Entity_3803,Engineering,2023,51.63
3804,Entity_3804,Physics,2016,82.34
3805,Entity_3805,Mathematics,2022,43.93
3806,Entity_3806,ComputerScience,2019,25.5
3807,Entity_3807,Mathematics,2011,53.62
3808,Entity_3808,Engineering,2018,41.27
3809,Entity_3809,Mathematics,2020,9.81
3810,Entity_3810,Mathematics,2022,28.05
3811,Entity_3811,Physics,2014,1.98
3812,Entity_3812,Biology,2013,38.48
3813,Entity_3813,ComputerScience,2022,92.64
3814,Entity_3814,Physics,2018,73.1
3815,Entity_3815,Mathematics,2019,82.31
3816,Entity_3816,Biology,2011,53.37
3817,Entity_3817,Engineering,2019,86.67
3818,Entity_3818,Economics,2014,61.14
3819,Entity_3819,ComputerScience,2012,32.48
3820,Entity_3820,Biology,2012,35.17
3821,Entity_3821,Engineering,2020,96.83
3822,Entity_3822,Economics,2018,59.87
3823,Entity_3823,Biology,2017,59.64
3824,Entity_3824,Mathematics,2010,68.98
3825,Entity_3825,Engineering,2012,66.1
3826,Entity_3826,Physics,2016,57.19
3827,Entity_3827,Mathematics,2010,91.93
3828,Entity_3828,Engineering,2015,71.04
3829,Entity_3829,Physics,2020,61.26
3830,Entity_3830,Engineering,2017,19.13
3831,Entity_3831,Mathematics,2022,47.4
3832,Entity_3832,Mathematics,2014,95.31
3833,Entity_3833,Economics,2021,88.26
3834,Entity_3834,Physics,2014,63.93
3835,Entity_3835,ComputerScience,2014,41.24
3836,Entity_3836,Mathematics,2023,9.92
3837,Entity_3837,ComputerScience,2011,73.27
3838,Entity_3838,ComputerScience,2012,57.96
3839,Entity_3839,ComputerScience,2021,29.3
3840,Entity_3840,Biology,2022,87.56
3841,Entity_3841,Biology,2020,51.36
3842,Entity_3842,Engineering,2012,48.49
3843,Entity_3843,Economics,2020,99.8
3844,Entity_3844,Economics,2021,13.34
3845,Entity_3845,ComputerScience,2019,19.83
3846,Entity_3846,Engineering,2010,71.7
3847,Entity_3847,Engineering,2018,75.22
3848,Entity_3848,Physics,2021,66.46
3849,Entity_3849,Economics,2020,61.31
3850,Entity_3850,Economics,2017,96.5
3851,Entity_3851,Engineering,2024,88.31
3852,Entity_3852,Economics,2024,23.28
3853,Entity_3853,ComputerScience,2015,84.1
3854,Entity_3854,Economics,2015,95.3
3855,Entity_3855,Biology,2017,38.53
3856,Entity_3856,Mathematics,2011,34.46
3857,Entity_3857,Engineering,2013,83.34
3858,Entity_3858,ComputerScience,2014,30.62
3859,Entity_3859,Mathematics,2014,22.09
3860,Entity_3860,Engineering,2020,57.32
3861,Entity_3861,Physics,2024,31.18
3862,Entity_3862,Engineering,2018,82.75
3863,Entity_3863,ComputerScience,2024,46.84
3864,Entity_3864,Economics,2023,49.34
3865,Entity_3865,Mathematics,2010,61.94
3866,Entity_3866,Mathematics,2014,36.04
3867,Entity_3867,ComputerScience,2015,89.13
3868,Entity_3868,Physics,2016,36.1
3869,Entity_3869,ComputerScience,2016,49.71
3870,Entity_3870,ComputerScience,2018,51.92
3871,Entity_3871,Physics,2016,13.26
3872,Entity_3872,Biology,2010,16.41
3873,Entity_3873,Engineering,2014,23.38
3874,Entity_3874,Biology,2015,30.63
3875,Entity_3875,Biology,2024,19.04
3876,Entity_3876,Mathematics,2011,98.95
3877,Entity_3877,Engineering,2023,44.5
3878,Entity_3878,Physics,2015,74.96
3879,Entity_3879,ComputerScience,2015,88.47
3880,Entity_3880,Engineering,2013,11.96
3881,Entity_3881,Mathematics,2010,14.23
3882,Entity_3882,Biology,2021,33.79
3883,Entity_3883,ComputerScience,2012,66.95
3884,Entity_3884,Biology,2020,98.31
3885,Entity_3885,ComputerScience,2016,49.42
3886,Entity_3886,Biology,2022,68.49
3887,Entity_3887,Physics,2015,75.36
3888,Entity_3888,Biology,2018,72.87
3889,Entity_3889,Engineering,2023,82.74
3890,Entity_3890,Physics,2011,95.81
3891,Entity_3891,ComputerScience,2012,16.4
3892,Entity_3892,Economics,2010,76.97
3893,Entity_3893,Physics,2010,68.15
3894,Entity_3894,Mathematics,2016,97.67
3895,Entity_3895,Engineering,2010,44.0
3896,Entity_3896,Mathematics,2014,49.11
3897,Entity_3897,Biology,2013,62.14
3898,Entity_3898,Engineering,2018,19.5
3899,Entity_3899,Mathematics,2022,12.39
3900,Entity_3900,Mathematics,2021,25.49
3901,Entity_3901,Biology,2013,47.92
3902,Entity_3902,ComputerScience,2021,73.32
3903,Entity_3903,Economics,2012,19.68
3904,Entity_3904,Economics,2020,63.81
3905,Entity_3905,Physics,2011,14.1
3906,Entity_3906,ComputerScience,2014,99.05
3907,Entity_3907,Physics,2016,2.75
3908,Entity_3908,Physics,2011,86.57
3909,Entity_3909,Biology,2016,52.97
3910,Entity_3910,Engineering,2020,98.03
3911,Entity_3911,Physics,2015,43.18
3912,Entity_3912,ComputerScience,2018,43.28
3913,Entity_3913,ComputerScience,2014,11.9
3914,Entity_3914,Mathematics,2014,94.36
3915,Entity_3915,Engineering,2016,25.45
3916,Entity_3916,ComputerScience,2012,5.05
3917,Entity_3917,ComputerScience,2020,74.73
3918,Entity_3918,Physics,2014,47.73
3919,Entity_3919,Economics,2011,43.66
3920,Entity_3920,Mathematics,2017,36.99
3921,Entity_3921,Mathematics,2011,10.59
3922,Entity_3922,ComputerScience,2020,55.63
3923,Entity_3923,Physics,2015,36.7
3924,Entity_3924,Mathematics,2021,78.1
3925,Entity_3925,Economics,2019,37.79
3926,Entity_3926,Engineering,2014,21.79
3927,Entity_3927,Biology,2011,88.83
3928,Entity_3928,Physics,2020,74.52
3929,Entity_3929,ComputerScience,2010,59.07
3930,Entity_3930,Engineering,2023,19.85
3931,Entity_3931,Engineering,2017,92.62
3932,Entity_3932,ComputerScience,2018,62.28
3933,Entity_3933,Mathematics,2021,47.95
3934,Entity_3934,Physics,2018,72.36
3935,Entity_3935,ComputerScience,2012,19.98
3936,Entity_3936,Economics,2021,26.0
3937,Entity_3937,Economics,2015,89.6
3938,Entity_3938,Biology,2020,72.02
3939,Entity_3939,Biology,2011,48.8
3940,Entity_3940,Economics,2024,95.29
3941,Entity_3941,ComputerScience,2012,60.32
3942,Entity_3942,Engineering,2012,29.68
3943,Entity_3943,Economics,2010,79.64
3944,Entity_3944,Engineering,2013,74.33
3945,Entity_3945,Biology,2017,68.78
3946,Entity_3946,Economics,2011,17.39
3947,Entity_3947,Economics,2016,56.69
3948,Entity_3948,Biology,2016,61.11
3949,Entity_3949,Physics,2012,1.36
3950,Entity_3950,Economics,2013,59.62
3951,Entity_3951,ComputerScience,2024,92.93
3952,Entity_3952,Economics,2017,50.88
3953,Entity_3953,Engineering,2018,26.62
3954,Entity_3954,Physics,2014,71.12
3955,Entity_3955,Economics,2011,17.94
3956,Entity_3956,ComputerScience,2018,24.58
3957,Entity_3957,ComputerScience,2020,15.67
3958,Entity_3958,Mathematics,2024,14.16
3959,Entity_3959,ComputerScience,2020,98.02
3960,Entity_3960,Physics,2018,12.5
3961,Entity_3961,Engineering,2015,63.64
3962,Entity_3962,Mathematics,2015,9.24
3963,Entity_3963,Engineering,2024,55.38
3964,Entity_3964,Engineering,2012,41.43
3965,Entity_3965,Economics,2014,33.14
3966,Entity_3966,ComputerScience,2020,81.78
3967,Entity_3967,Mathematics,2013,73.32
3968,Entity_3968,Mathematics,2012,26.34
3969,Entity_3969,ComputerScience,2018,66.07
3970,Entity_3970,Economics,2011,72.54
3971,Entity_3971,Engineering,2016,94.62
3972,Entity_3972,Mathematics,2023,63.0
3973,Entity_3973,Economics,2018,21.41
3974,Entity_3974,Biology,2013,33.1
3975,Entity_3975,Physics,2019,63.35
3976,Entity_3976,Biology,2012,45.16
3977,Entity_3977,Engineering,2021,43.96
3978,Entity_3978,Physics,2024,48.42
3979,Entity_3979,Biology,2012,46.48
3980,Entity_3980,Physics,2013,57.4
3981,Entity_3981,Engineering,2012,65.11
3982,Entity_3982,ComputerScience,2014,17.13
3983,Entity_3983,Physics,2023,40.03
3984,Entity_3984,Economics,2013,7.88
3985,Entity_3985,ComputerScience,2016,25.28
3986,Entity_3986,Engineering,2016,10.92
3987,Entity_3987,Economics,2012,72.95
3988,Entity_3988,ComputerScience,2019,10.87
3989,Entity_3989,Biology,2010,11.89
3990,Entity_3990,ComputerScience,2022,83.22
3991,Entity_3991,ComputerScience,2012,25.59
3992,Entity_3992,ComputerScience,2014,15.12
3993,Entity_3993,Engineering,2019,2.34
3994,Entity_3994,ComputerScience,2022,11.53
3995,Entity_3995,Engineering,2023,34.5
3996,Entity_3996,Engineering,2011,21.03
3997,Entity_3997,Biology,2022,56.72
3998,Entity_3998,Biology,2023,17.15
3999,Entity_3999,Mathematics,2017,16.3
4000,Entity_4000,ComputerScience,2018,69.51
4001,Entity_4001,Engineering,2018,13.18
4002,Entity_4002,ComputerScience,2011,54.92
4003,Entity_4003,ComputerScience,2018,88.76
4004,Entity_4004,Biology,2012,1.12
4005,Entity_4005,Physics,2010,23.44
4006,Entity_4006,Biology,2012,35.98
4007,Entity_4007,Mathematics,2013,92.25
4008,Entity_4008,Engineering,2016,68.99
4009,Entity_4009,Engineering,2023,90.26
4010,Entity_4010,Biology,2012,99.09
4011,Entity_4011,Physics,2011,95.69
4012,Entity_4012,Mathematics,2015,8.55
4013,Entity_4013,Mathematics,2011,36.69
4014,Entity_4014,ComputerScience,2024,5.29
4015,Entity_4015,Physics,2012,43.43
4016,Entity_4016,Mathematics,2019,18.96
4017,Entity_4017,Biology,2012,89.42
4018,Entity_4018,Engineering,2014,62.85
4019,Entity_4019,Mathematics,2015,87.66
4020,Entity_4020,Mathematics,2024,50.43
4021,Entity_4021,Mathematics,2024,27.27
4022,Entity_4022,Engineering,2022,8.56
4023,Entity_4023,ComputerScience,2023,93.38
4024,Entity_4024,Physics,2022,65.93
4025,Entity_4025,Mathematics,2012,39.67
4026,Entity_4026,Engineering,2022,78.77
4027,Entity_4027,Biology,2023,7.66
4028,Entity_4028,Economics,2016,96.0
4029,Entity_4029,Mathematics,2012,9.95
4030,Entity_4030,Physics,2012,76.99
4031,Entity_4031,Mathematics,2015,49.93
4032,Entity_4032,Biology,2021,97.31
4033,Entity_4033,Economics,2022,64.02
4034,Entity_4034,Physics,2022,94.46
4035,Entity_4035,Physics,2016,42.45
4036,Entity_4036,Biology,2018,53.84
4037,Entity_4037,Economics,2018,82.32
4038,Entity_4038,Biology,2011,58.52
4039,Entity_4039,Biology,2018,58.21
4040,Entity_4040,Engineering,2022,75.08
4041,Entity_4041,Engineering,2011,24.28
4042,Entity_4042,ComputerScience,2013,99.4
4043,Entity_4043,ComputerScience,2015,56.28
4044,Entity_4044,Physics,2024,11.91
4045,Entity_4045,Mathematics,2015,85.03
4046,Entity_4046,Physics,2014,46.58
4047,Entity_4047,Economics,2024,91.38
4048,Entity_4048,Physics,2013,82.95
4049,Entity_4049,ComputerScience,2021,14.64
4050,Entity_4050,Engineering,2021,15.16
4051,Entity_4051,Engineering,2010,69.92
4052,Entity_4052,Biology,2015,6.35
4053,Entity_4053,ComputerScience,2020,58.58
4054,Entity_4054,Biology,2023,59.8
4055,Entity_4055,Physics,2010,15.54
4056,Entity_4056,Physics,2011,25.26
4057,Entity_4057,ComputerScience,2019,83.28
4058,Entity_4058,Biology,2012,76.78
4059,Entity_4059,Biology,2021,14.87
4060,Entity_4060,Economics,2021,94.93
4061,Entity_4061,Biology,2016,72.53
4062,Entity_4062,Biology,2022,64.84
4063,Entity_4063,ComputerScience,2014,12.02
4064,Entity_4064,ComputerScience,2024,64.6
4065,Entity_4065,Economics,2022,18.18
4066,Entity_4066,Physics,2010,40.24
4067,Entity_4067,Biology,2020,94.88
4068,Entity_4068,Biology,2018,71.43
4069,Entity_4069,Mathematics,2024,57.63
4070,Entity_4070,Mathematics,2021,23.5
4071,Entity_4071,Physics,2014,97.34
4072,Entity_4072,Economics,2016,97.81
4073,Entity_4073,Physics,2021,21.97
4074,Entity_4074,Economics,2010,22.67
4075,Entity_4075,Physics,2023,74.85
4076,Entity_4076,Economics,2019,84.33
4077,Entity_4077,Engineering,2017,48.26
4078,Entity_4078,Engineering,2020,41.1
4079,Entity_4079,Biology,2012,6.41
4080,Entity_4080,Mathematics,2020,43.0
4081,Entity_4081,Mathematics,2011,11.34
4082,Entity_4082,Mathematics,2019,78.1
4083,Entity_4083,Mathematics,2010,24.71
4084,Entity_4084,Physics,2018,11.54
4085,Entity_4085,Physics,2019,2.09
4086,Entity_4086,Mathematics,2013,55.62
4087,Entity_4087,Engineering,2024,4.2
4088,Entity_4088,Mathematics,2011,97.69
4089,Entity_4089,Economics,2010,56.81
4090,Entity_4090,Biology,2010,5.76
4091,Entity_4091,ComputerScience,2014,1.84
4092,Entity_4092,Mathematics,2022,28.96
4093,Entity_4093,Biology,2018,20.29
4094,Entity_4094,Biology,2021,36.23
4095,Entity_4095,Physics,2021,67.79
4096,Entity_4096,Mathematics,2016,89.75
4097,Entity_4097,Economics,2011,50.72
4098,Entity_4098,Physics,2010,59.13
4099,Entity_4099,Biology,2017,59.05
4100,Entity_4100,ComputerScience,2014,16.96
4101,Entity_4101,Engineering,2017,8.8
4102,Entity_4102,Engineering,2011,95.33
4103,Entity_4103,Physics,2024,22.35
4104,Entity_4104,Engineering,2020,14.95
4105,Entity_4105,Engineering,2012,99.35
4106,Entity_4106,Economics,2018,99.24
4107,Entity_4107,Economics,2020,52.81
4108,Entity_4108,Mathematics,2017,78.75
4109,Entity_4109,Mathematics,2014,36.67
4110,Entity_4110,Biology,2010,89.18
4111,Entity_4111,Engineering,2016,24.67
4112,Entity_4112,Economics,2019,8.42
4113,Entity_4113,Physics,2019,63.15
4114,Entity_4114,Biology,2011,80.67
4115,Entity_4115,Physics,2022,87.18
4116,Entity_4116,Economics,2023,96.93
4117,Entity_4117,ComputerScience,2017,10.32
4118,Entity_4118,Mathematics,2012,93.47
4119,Entity_4119,Physics,2011,28.73
4120,Entity_4120,Mathematics,2015,9.83
4121,Entity_4121,Physics,2021,77.42
4122,Entity_4122,Mathematics,2017,97.87
4123,Entity_4123,Biology,2020,92.49
4124,Entity_4124,ComputerScience,2019,49.34
4125,Entity_4125,Mathematics,2023,29.38
4126,Entity_4126,Biology,2023,62.35
4127,Entity_4127,Engineering,2012,44.64
4128,Entity_4128,Economics,2023,62.84
4129,Entity_4129,Mathematics,2015,9.27
4130,Entity_4130,Biology,2018,45.56
4131,Entity_4131,Engineering,2010,62.44
4132,Entity_4132,Engineering,2010,74.36
4133,Entity_4133,Physics,2021,82.3
4134,Entity_4134,ComputerScience,2012,85.45
4135,Entity_4135,Mathematics,2016,16.66
4136,Entity_4136,Biology,2023,8.22
4137,Entity_4137,Biology,2023,46.77
4138,Entity_4138,ComputerScience,2015,47.12
4139,Entity_4139,Engineering,2018,90.11
4140,Entity_4140,Biology,2011,9.5
4141,Entity_4141,Engineering,2011,91.83
4142,Entity_4142,Biology,2022,43.88
4143,Entity_4143,Biology,2015,7.38
4144,Entity_4144,Mathematics,2019,49.14
4145,Entity_4145,Engineering,2021,48.15
4146,Entity_4146,Mathematics,2017,4.79
4147,Entity_4147,Physics,2017,15.41
4148,Entity_4148,Physics,2015,57.25
4149,Entity_4149,Economics,2022,38.65
4150,Entity_4150,Mathematics,2022,43.58
4151,Entity_4151,Biology,2013,6.35
4152,Entity_4152,ComputerScience,2022,68.68
4153,Entity_4153,Mathematics,2014,63.93
4154,Entity_4154,ComputerScience,2012,7.86
4155,Entity_4155,Biology,2011,30.54
4156,Entity_4156,Engineering,2017,87.26
4157,Entity_4157,Economics,2013,67.29
4158,Entity_4158,Mathematics,2012,83.22
4159,Entity_4159,ComputerScience,2024,90.26
4160,Entity_4160,Mathematics,2022,30.39
4161,Entity_4161,Physics,2015,94.25
4162,Entity_4162,Biology,2017,54.02
4163,Entity_4163,Physics,2021,44.24
4164,Entity_4164,Engineering,2019,39.52
4165,Entity_4165,ComputerScience,2018,78.52
4166,Entity_4166,Economics,2013,8.7
4167,Entity_4167,Engineering,2019,62.03
4168,Entity_4168,Mathematics,2020,98.65
4169,Entity_4169,Engineering,2021,82.7
4170,Entity_4170,Engineering,2015,2.4
4171,Entity_4171,Biology,2024,15.6
4172,Entity_4172,Mathematics,2011,79.41
4173,Entity_4173,Engineering,2016,27.02
4174,Entity_4174,Engineering,2010,98.84
4175,Entity_4175,Physics,2020,45.48
4176,Entity_4176,Economics,2011,4.61
4177,Entity_4177,Engineering,2013,42.6
4178,Entity_4178,Economics,2022,17.44
4179,Entity_4179,Biology,2013,35.46
4180,Entity_4180,Physics,2020,58.11
4181,Entity_4181,ComputerScience,2015,81.56
4182,Entity_4182,ComputerScience,2014,89.77
4183,Entity_4183,Economics,2023,86.91
4184,Entity_4184,Engineering,2017,65.24
4185,Entity_4185,Biology,2016,41.63
4186,Entity_4186,Mathematics,2023,54.7
4187,Entity_4187,Economics,2022,34.25
4188,Entity_4188,Physics,2017,43.41
4189,Entity_4189,Physics,2018,59.89
4190,Entity_4190,Economics,2016,38.77
4191,Entity_4191,Engineering,2021,68.35
4192,Entity_4192,Engineering,2014,70.51
4193,Entity_4193,ComputerScience,2011,80.79
4194,Entity_4194,ComputerScience,2011,65.31
4195,Entity_4195,Economics,2024,41.72
4196,Entity_4196,Biology,2021,75.42
4197,Entity_4197,Economics,2011,63.72
4198,Entity_4198,Economics,2019,80.78
4199,Entity_4199,Engineering,2014,85.32
4200,Entity_4200,Physics,2013,77.91
4201,Entity_4201,Economics,2016,12.34
4202,Entity_4202,Biology,2011,35.71
4203,Entity_4203,Biology,2016,90.89
4204,Entity_4204,Engineering,2021,78.68
4205,Entity_4205,Biology,2010,94.02
4206,Entity_4206,Physics,2018,29.08
4207,Entity_4207,Engineering,2014,31.43
4208,Entity_4208,Biology,2020,24.91
4209,Entity_4209,Biology,2010,2.54
4210,Entity_4210,Physics,2022,38.07
4211,Entity_4211,Economics,2023,74.38
4212,Entity_4212,Mathematics,2015,17.87
4213,Entity_4213,Economics,2016,24.94
4214,Entity_4214,Biology,2013,62.01
4215,Entity_4215,Biology,2023,6.11
4216,Entity_4216,Economics,2016,13.76
4217,Entity_4217,Engineering,2016,97.76
4218,Entity_4218,Physics,2016,90.51
4219,Entity_4219,Economics,2012,44.3
4220,Entity_4220,ComputerScience,2021,80.32
4221,Entity_4221,Economics,2011,63.51
4222,Entity_4222,Biology,2023,76.46
4223,Entity_4223,Mathematics,2023,55.74
4224,Entity_4224,Mathematics,2013,10.23
4225,Entity_4225,ComputerScience,2016,2.14
4226,Entity_4226,Economics,2012,3.75
4227,Entity_4227,Engineering,2018,92.14
4228,Entity_4228,ComputerScience,2019,38.86
4229,Entity_4229,Engineering,2021,13.92
4230,Entity_4230,Biology,2020,63.52
4231,Entity_4231,Mathematics,2012,24.73
4232,Entity_4232,Physics,2014,20.19
4233,Entity_4233,Physics,2021,78.22
4234,Entity_4234,Biology,2022,26.79
4235,Entity_4235,ComputerScience,2014,9.21
4236,Entity_4236,Physics,2020,3.29
4237,Entity_4237,Economics,2023,11.24
4238,Entity_4238,Biology,2024,59.99
4239,Entity_4239,ComputerScience,2012,28.96
4240,Entity_4240,Physics,2011,8.66
4241,Entity_4241,Mathematics,2024,83.99
4242,Entity_4242,Biology,2011,49.61
4243,Entity_4243,ComputerScience,2016,8.28
4244,Entity_4244,Engineering,2011,21.82
4245,Entity_4245,Biology,2016,89.08
4246,Entity_4246,Engineering,2024,45.64
4247,Entity_4247,Physics,2012,30.58
4248,Entity_4248,Physics,2020,57.16
4249,Entity_4249,Economics,2023,4.11
4250,Entity_4250,Mathematics,2015,48.91
4251,Entity_4251,Economics,2019,55.1
4252,Entity_4252,Physics,2018,74.43
4253,Entity_4253,ComputerScience,2013,61.0
4254,Entity_4254,Economics,2010,52.28
4255,Entity_4255,Physics,2013,86.82
4256,Entity_4256,ComputerScience,2024,22.48
4257,Entity_4257,Mathematics,2012,22.76
4258,Entity_4258,Engineering,2021,94.04
4259,Entity_4259,Mathematics,2014,48.68
4260,Entity_4260,ComputerScience,2015,71.1
4261,Entity_4261,Engineering,2014,47.24
4262,Entity_4262,Biology,2016,51.75
4263,Entity_4263,Biology,2024,20.11
4264,Entity_4264,Physics,2013,69.02
4265,Entity_4265,Engineering,2014,96.23
4266,Entity_4266,ComputerScience,2019,79.52
4267,Entity_4267,Economics,2014,17.4
4268,Entity_4268,Physics,2021,49.3
4269,Entity_4269,Biology,2016,60.04
4270,Entity_4270,Mathematics,2023,32.56
4271,Entity_4271,ComputerScience,2019,38.92
4272,Entity_4272,Physics,2019,35.94
4273,Entity_4273,Engineering,2023,7.36
4274,Entity_4274,Physics,2024,4.34
4275,Entity_4275,Economics,2014,59.1
4276,Entity_4276,Mathematics,2019,82.84
4277,Entity_4277,Engineering,2018,35.87
4278,Entity_4278,ComputerScience,2011,18.81
4279,Entity_4279,Mathematics,2016,79.3
4280,Entity_4280,Mathematics,2013,8.19
4281,Entity_4281,Engineering,2015,37.82
4282,Entity_4282,Mathematics,2011,1.95
4283,Entity_4283,Engineering,2010,71.96
4284,Entity_4284,Physics,2017,57.18
4285,Entity_4285,Mathematics,2024,24.03
4286,Entity_4286,ComputerScience,2016,29.08
4287,Entity_4287,Physics,2018,22.53
4288,Entity_4288,Economics,2014,71.91
4289,Entity_4289,Engineering,2011,57.82
4290,Entity_4290,Engineering,2016,68.53
4291,Entity_4291,Biology,2015,81.53
4292,Entity_4292,Physics,2013,5.92
4293,Entity_4293,Biology,2017,5.63
4294,Entity_4294,Mathematics,2016,12.81
4295,Entity_4295,Biology,2012,60.54
4296,Entity_4296,Economics,2016,24.41
4297,Entity_4297,ComputerScience,2014,2.77
4298,Entity_4298,Economics,2010,91.25
4299,Entity_4299,Mathematics,2012,84.32
4300,Entity_4300,Biology,2010,89.69
4301,Entity_4301,Economics,2010,34.4
4302,Entity_4302,ComputerScience,2011,47.52
4303,Entity_4303,Biology,2021,30.8
4304,Entity_4304,Mathematics,2022,35.24
4305,Entity_4305,ComputerScience,2018,77.69
4306,Entity_4306,Biology,2019,5.66
4307,Entity_4307,Mathematics,2021,98.41
4308,Entity_4308,Biology,2023,64.47
4309,Entity_4309,ComputerScience,2023,38.02
4310,Entity_4310,Economics,2011,3.9
4311,Entity_4311,ComputerScience,2023,2.03
4312,Entity_4312,ComputerScience,2015,86.28
4313,Entity_4313,Engineering,2016,23.41
4314,Entity_4314,ComputerScience,2013,72.69
4315,Entity_4315,Mathematics,2023,90.39
4316,Entity_4316,ComputerScience,2024,69.14
4317,Entity_4317,ComputerScience,2014,88.45
4318,Entity_4318,ComputerScience,2011,5.75
